movieId,title
3060,Forces of Nature
3087,The King and I
3088,Ravenous
3098,True Crime
3481,Bandits
4002,Dangerous Beauty
5353,The Empty Mirror
5502,The King and I
6377,Doug's 1st Movie
6612,Edtv
8464,The Mod Squad
8622,Among Giants
8874,A Walk on the Moon
33493,The Matrix
48385,10 Things I Hate About You
48774,Tango
53996,The Out-of-Towners
50,The Dreamlife of Angels
260,"Love, etc."
318,Metroland
527,The Sticky Fingers of Time
858,Following
1196,Go
1198,Never Been Kissed
1221,Twin Dragons
1515,Cookie's Fortune
2571,Foolish
2641,Lovers of the Arctic Circle
2959,Goodbye Lover
3440,Life
4226,Friends & Lovers
4799,Hideous Kinky
8866,Jeanne and the Perfect Guy
35957,The Joyriders
36708,The Monster
37727,Open Your Eyes
43930,Photographer
47124,SLC Punk
49347,Lost & Found
58559,Pushing Tin
58998,Election
79132,eXistenZ
82852,A Little Bit of Soul
89470,The Mighty Peking Man
91535,Nô
17,Let It Come Down: The Life of Paul Bowles
110,Entrapment
236,Idle Hands
296,Get Real
342,Heaven
369,The King of Masks
454,Three Seasons
506,The Winslow Boy
527,Mildred Pierce
778,Night of the Comet
899,Chopping Mall
914,My Science Project
934,Dick Tracy
1029,The Mummy
1051,The Castle
1172,Mascara
1188,This Is My Father
1196,Xiu Xiu: The Sent-Down Girl
1197,A Midsummer Night's Dream
1247,Trippin'
1265,After Life
1267,Black Mask
1307,Edge of Seventeen
1688,Endurance
1693,Star Wars: Episode I - The Phantom Menace
1944,The Love Letter
2065,Besieged
2071,Frogs for Snakes
2134,The Saragossa Manuscript
2248,The Mummy
2331,The Mummy
2371,The Mummy's Curse
2396,The Mummy's Ghost
2413,The Mummy's Hand
2572,The Mummy's Tomb
2746,Mommie Dearest
3007,Superman
3072,Superman II
3108,Superman III
3210,Superman IV: The Quest for Peace
3436,Dracula
3479,House of Dracula
3844,House of Frankenstein
4010,Frankenstein
4306,Son of Frankenstein
4359,The Ghost of Frankenstein
4678,Frankenstein Meets the Wolf Man
4713,The Curse of Frankenstein
5218,Son of Dracula
5309,The Wolf Man
5349,Howling II: Stirba - Werewolf Bitch
5378,Tarantula
5445,The Rocky Horror Picture Show
5459,The Flying Saucer
5646,It Came from Hollywood
5952,The Thing from Another World
24,It Came from Outer Space
32,The War of the Worlds
50,It Came from Beneath the Sea
110,Invasion of the Body Snatchers
111,Earth vs. the Flying Saucers
235,It Conquered the World
260,The Mole People
296,Swamp Thing
318,Pork Chop Hill
379,"Run Silent, Run Deep"
405,Notting Hill
450,The Thirteenth Floor
480,Eternity and a Day
497,The Loss of Sexual Innocence
527,Twice Upon a Yesterday
541,Instinct
593,Buena Vista Social Club
608,Desert Blue
707,A Place at the Table
780,Floating
788,Free Enterprise
848,Limbo
858,Austin Powers: The Spy Who Shagged Me
923,Promise Her Anything
1093,The Red Dwarf
1179,The Red Violin
1196,Tarzan
1198,The General's Daughter
1204,Get Bruce!
1210,An Ideal Husband
1219,The Legend of 1900
1225,Run Lola Run
1250,Trekkies
1265,Big Daddy
1284,The Boys
1343,The Dinner Game
1356,My Son the Fanatic
1387,Zone 39
1527,Arachnophobia
1573,"South Park: Bigger, Longer & Uncut"
1580,Wild Wild West
1617,Summer of Sam
1659,Broken Vessels
1674,Les Amants du Pont-Neuf
1676,"Late August, Early September"
1704,American Pie
1721,Arlington Road
1799,Autumn Tale
1831,Muppets from Space
1876,The Blair Witch Project
1898,My Life So Far
1914,Eyes Wide Shut
1917,Lake Placid
2028,The Wood
2094,The Velocity of Gary
2126,Ghostbusters
2188,Ghostbusters II
2266,Drop Dead Gorgeous
2316,The Haunting
2333,Inspector Gadget
2336,Trick
2355,Deep Blue Sea
2396,Mystery Men
2492,Runaway Bride
2502,Twin Falls Idaho
2518,The Killing
2539,Killer's Kiss
2541,Spartacus
2567,Lolita
2571,Barry Lyndon
2581,The 400 Blows
2598,Jules and Jim
2599,Vibes
2600,The Mosquito Coast
2605,The Golden Child
2628,Brighton Beach Memoirs
2644,Assassination
2690,Crimes of the Heart
2706,The Color Purple
2707,The Kindred
2712,No Mercy
2716,Ménage
2723,Native Son
2762,Otello
2763,The Mission
2806,Little Shop of Horrors
2826,The Little Shop of Horrors
2827,Allan Quatermain and the Lost City of Gold
2829,The Morning After
2840,Radio Days
2858,From the Hip
2866,Outrageous Fortune
2881,The Bedroom Window
2916,Deadtime Stories
2959,Light of Day
2997,Wanted: Dead or Alive
3005,Frances
3062,Plenty
3114,Dick
3147,The Gambler
3148,The Iron Giant
3185,The Sixth Sense
3219,The Thomas Crown Affair
3225,The Thomas Crown Affair
3269,The Acid House
3298,The Adventures of Sebastian Cole
3354,Illuminata
3408,Stiff Upper Lips
3481,The Yards
3498,Bowfinger
3510,Brokedown Palace
3516,Detroit Rock City
3578,Alice and Martin
3624,Better Than Chocolate
3703,Head On
3753,Marcello Mastroianni: I Remember
3791,Cobra
3841,Never Talk to Strangers
5649,Heaven Can Wait
6184,The Raven
520,The Tingler
1358,The Pit and the Pendulum
1377,The Tomb of Ligeia
1513,The Masque of the Red Death
2006,Tales of Terror
2018,Haunted Honeymoon
2087,Cat's Eye
2294,And Now for Something Completely Different
3755,Damien: Omen II
260,Omen III: The Final Conflict
527,Airplane!
586,Airplane II: The Sequel
589,An American Werewolf in Paris
597,National Lampoon’s European Vacation
736,National Lampoon's Vacation
1036,Funny Farm
1196,Big
1198,Problem Child
1210,Problem Child 2
1270,Little Nemo: Adventures In Slumberland
1291,Oscar and Lucinda
1527,Tequila Sunrise
1682,The Pelican Brief
2011,A Christmas Story
2028,Mickey Blue Eyes
2571,Teaching Mrs. Tingle
2700,Universal Soldier: The Return
2916,Universal Soldier
3082,Love Stinks
3578,Perfect Blue
3623,With Friends Like These...
3751,In Too Deep
3793,The Source
3977,The Bat
4306,Iron Eagle
4886,Iron Eagle II
4993,Iron Eagle III
5219,Iron Eagle IV
5254,Three Days of the Condor
5378,Hamlet from the Lunt-Fontanne Theatre
5445,Male and Female
5944,Medicine Man
5952,The Spiders - The Golden Sea
6539,On the Ropes
7153,Rosie
33493,The 13th Warrior
33794,The Astronaut's Wife
40815,Dudley Do-Right
48394,The Muse
51255,Cabaret Balkan
54001,A Dog Of Flanders
54286,The Lost Son
58559,Lucie Aubrac
59315,The Very Thought of You
60069,Chill Factor
61160,Outside Providence
68157,Bedrooms and Hallways
68954,I Woke Up Early The Day I Died
69844,West Beyrouth
70286,Stigmata
79132,Stir of Echoes
80463,Best Laid Plans
81834,"Black Cat, White Cat"
88125,The Minus Man
88140,Whiteboyz
89745,The Adventures of Milo and Otis
90405,Only Angels Have Wings
91500,Othello
95510,Queens Logic
96610,Public Access
97938,A Soldier's Story
98809,Alice Sweet Alice
101864,Don't Look in the Basement
102125,Nightmares
102445,I Saw What You Did
103335,Yellow Submarine
106487,American Beauty
106489,Stop Making Sense
109487,Blue Streak
110102,For Love of the Game
111759,Caligula
112852,A Hard Day's Night
114180,Splendor
114662,Sugar Town
115617,The Buddy Holly Story
116823,Fright Night
117895,Fright Night Part 2
122886,La séparation
122892,Barefoot in the Park
122900,Deliverance
122904,Excalibur
135133,Lulu on the Bridge
10,The Pajama Game
19,Sommersby
34,Thumbelina
39,Tommy
43,Hell Night
110,Armour of God II: Operation Condor
150,Armour of God
153,Double Jeopardy
161,Jakob the Liar
165,Mumford
185,Dog Park
208,Guinevere
231,The Adventures of Elmo in Grouchland
235,Simon Sez
246,Drive Me Crazy
253,"Mystery, Alaska"
288,Three Kings
292,"Happy, Texas"
296,New Rose Hotel
300,Plunkett & MacLeane
306,Romance
307,Napoleon and Samantha
316,Alvarez Kelly
318,And the Ship Sails On
329,The Dark Half
337,Gulliver's Travels
344,Monkey Shines
349,Phantasm
353,Psycho II
356,Psycho III
364,Rain
367,Sanjuro
370,Random Hearts
377,Superstar
380,Boys Don't Cry
410,"Five Wives, Three Secretaries and Me"
434,L'ennui
454,The Grandfather
457,The Limey
466,The Mating Habits of the Earthbound Human
480,Molly
494,Risky Business
588,Total Recall
589,Body Heat
592,Ferris Bueller's Day Off
595,The Year of Living Dangerously
780,Children of Paradise
1,High Plains Drifter
2,Hang 'em High
6,Citizen's Band
10,Drunken Master
16,The Conformist
32,Hairspray
34,Brief Encounter
47,The Razor's Edge
50,Reds
110,Return with Honor
111,Time of the Gypsies
150,Days of Heaven
153,The Fire Within
161,El Amor Brujo
165,The Lady Eve
172,Sullivan's Travels
173,The Palm Beach Story
208,Man Facing Southeast
231,Niagara
253,Gilda
260,South Pacific
288,Flashdance
293,Indochine
296,The Dirty Dozen
316,Mike's Murder
318,Help!
329,Goldfinger
344,From Russia with Love
353,Dr. No
356,The Blue Lagoon
364,A Fistful of Dollars
367,Hard Eight
377,Home Alone 2: Lost in New York
442,Penitentiary
527,Penitentiary II
541,Someone to Watch Over Me
555,Sparrows
589,Naturally Native
593,Fight Club
608,Beefcake
648,The Story of Us
733,Fever Pitch
736,Joe the King
778,Julien Donkey-Boy
780,The Omega Code
858,The Straight Story
912,The Bad Seed
924,Time Bandits
1036,A Man and a Woman
1080,Fitzcarraldo
1089,All That Jazz
1090,Red Sorghum
1127,Crimes and Misdemeanors
1129,Bats
1136,The Best Man
1193,Bringing Out the Dead
1196,Crazy in Alabama
1197,Three to Tango
1198,Body Shots
1199,Men Cry Bullets
1200,Brother Can You Spare A Dime
1201,The Guardian
1204,The Ipcress File
1206,On Any Sunday
1208,RoboCop
1209,RoboCop 2
1210,Who Framed Roger Rabbit
1213,Melvin and Howard
1214,For Your Eyes Only
1219,Licence to Kill
1221,Live and Let Die
1222,Rawhead Rex
1228,Thunderball
1234,The City
1240,House on Haunted Hill
1247,Music of the Heart
1250,Being John Malkovich
1262,Dreaming of Joseph Lees
1263,Man Of The Century
1265,Princess Mononoke
1266,The Suburbans
1270,My Best Fiend
1275,Train of Life
1276,The Bachelor
1287,The Bone Collector
1288,The Insider
1291,American Movie
1299,Last Night
1304,Portraits Chinois
1320,Rosetta
1321,"They Shoot Horses, Don't They?"
1374,Battling Butler
1387,Bride of Re-Animator
1391,Bustin' Loose
1466,Coma
1517,Creepshow
1527,Creepshow 2
1544,Re-Animator
1552,Drugstore Cowboy
1580,Falling Down
1617,The Funhouse
1641,The General
1674,My Best Girl
1676,Piranha
1704,Rough Night in Jericho
1721,Slaughterhouse
1729,The Taming of the Shrew
1732,Nighthawks
1953,Yojimbo
1954,Repossessed
1961,The Omega Man
1968,Spaceballs
1997,Robin Hood
2000,Mister Roberts
2003,Quest for Fire
2011,Little Big Man
2028,A Face in the Crowd
2105,Trading Places
2115,Meatballs
2288,Meatballs Part II
2291,Meatballs III: Summer Job
2329,Meatballs 4
2403,Dead Again
2407,Peter's Friends
2455,The Incredibly True Adventure of Two Girls In Love
2529,Experience Preferred...But Not Essential
2542,Under the Rainbow
2571,How I Won the War
2628,Light It Up
2692,Anywhere But Here
2716,Dogma
2728,The Messenger: The Story of Joan of Arc
2762,Pokémon: The First Movie: Mewtwo Strikes Back
2791,Felicia's Journey
2858,Oxygen
2916,Where's Marlowe?
2951,The Ape
2959,British Intelligence
2985,The Commitments
3039,Holiday Inn
3052,The Longest Day
3300,Poison Ivy
3421,Poison Ivy: The New Seduction
3471,Ten Benny
3527,Tora! Tora! Tora!
3578,Women on the Verge of a Nervous Breakdown
3671,The Verdict
3681,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
3697,The Adventures of Buckaroo Banzai Across the 8th Dimension
3702,Stand and Deliver
3703,Moonstruck
3793,The Sandpiper
3868,Jeremiah Johnson
3869,Repulsion
3996,Irma la Douce
4002,42 Up
4011,Liberty Heights
4034,Mansfield Park
4226,"Goodbye, 20th Century"
4262,Sleepy Hollow
4306,The World Is Not Enough
4327,All About My Mother
4855,Home Page
4878,The Living Dead Girl
4886,Babes in Toyland
4963,Scrooged
4973,Harvey
4993,Bicycle Thieves
4995,Matewan
5010,Kagemusha
5266,47 Samurai
5349,McCabe & Mrs. Miller
5418,Maurice
5445,The Grapes of Wrath
5574,My Man Godfrey
5618,The Shop Around the Corner
5952,The Natural
5995,Shampoo
6016,A River Runs Through It
6377,Fatal Attraction
6502,Jagged Edge
6807,Stanley & Iris
6874,Midnight Run
7143,Awakenings
7153,Come See the Paradise
7360,Backdraft
7387,The Fisher King
7438,The River
7458,Country
8360,Places in the Heart
8368,"'night, Mother"
8622,End of Days
8636,Toy Story 2
8644,Flawless
8665,Miss Julie
8874,Ride with the Devil
8961,Tumbleweeds
26614,A Bay of Blood
27773,The Distinguished Gentleman
31410,The Hitch-Hiker
32587,Santa Fe Trail
33162,Lauderdale
33493,Agnes Browne
33794,The End of the Affair
34048,The End of the Affair
40815,Holy Smoke!
41569,A Map of the World
44191,Sweet and Lowdown
44555,The Bonfire of the Vanities
45499,Broadway Damage
45722,Daddy-Long-Legs
48385,Go West
48394,Grand Illusion
48516,The Great Santini
48738,The James Dean Story
48774,The Sea Wolves
49272,Stealing Home
51255,Tarzan the Fearless
51662,Three Ages
51935,The Two Jakes
53000,U2: Rattle and Hum
54001,Hell in the Pacific
54286,The Glass Bottom Boat
55820,Cradle Will Rock
56174,Deuce Bigalow: Male Gigolo
56782,The Green Mile
57368,The Cider House Rules
58559,Diamonds
59315,The War Zone
60069,The Bat Whispers
60684,The Last Picture Show
61240,The 7th Voyage of Sinbad
63082,Blood on the Sun
64839,Anna and the King
68157,Bicentennial Man
68237,Stuart Little
68358,The Emperor and the Assassin
68954,Fantasia 2000
69122,Magnolia
69481,Onegin
70286,Simpatico
72998,Topsy-Turvy
79132,The Alley Cats
81847,Boiling Point
82459,Brenda Starr
89745,Carnal Knowledge
96610,Easy Rider
99114,The Falcon and the Snowman
109374,Hi-Yo Silver
109487,Room at the Top
111759,Ulysses
112175,Any Given Sunday
115569,Man on the Moon
116797,Galaxy Quest
122882,The Talented Mr. Ripley
122886,Next Friday
122918,The Hurricane
122922,Angela's Ashes
139385,Play It to the Bone
143355,Titus
161582,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
163645,The Third Miracle
164179,Montana
166461,Snow Falling on Cedars
166528,"Girl, Interrupted"
168252,Trans
171763,The Life and Times of Hank Greenberg
172547,My Dog Skip
174585,Supernova
29,The Quarry
342,The Terrorist
551,The Way We Were
785,Tess of the Storm Country
910,Stalag 17
1088,The Presidio
1089,Papillon
1092,Pal Joey
1094,The Last Detail
1175,Five Easy Pieces
1199,Even Dwarfs Started Small
1235,Dead Calm
1285,The Boys from Brazil
1396,Black Sunday
1682,Against All Odds
1921,The Snows of Kilimanjaro
1947,National Lampoon's Loaded Weapon 1
2019,The Loves of Carmen
2100,Fast Times at Ridgemont High
2105,A Cry in the Dark
2161,Born to Win
2291,Batman: Mask of the Phantasm
2407,American Flyers
2571,Voyage of the Damned
2692,Vampyros Lesbos
2746,A Star Is Born
2997,Poison
3000,Pacific Heights
3911,Night Tide
4848,The Draughtsman's Contract
4973,Carmen
4979,A Zed & Two Noughts
5618,Woman in the Dunes
6773,Down to You
55442,Hellhounds on My Trail: The Afterlife of Robert Johnson
68237,"Not Love, Just Frenzy"
68954,Wirey Spindell
96610,Another Man's Poison
116,The Odessa File
170,The Saphead
835,Seven Chances
902,Smashing Time
920,Train Ride to Hollywood
1097,Where the Buffalo Roam
1198,Zachariah
2531,Kestrel's Eye
2951,Eye of the Beholder
3396,Isn't She Great
1,The Big Tease
10,The Cup
47,Santitos
150,Encino Man
231,The Goodbye Girl
260,I Am Cuba
296,Malcolm X
316,Sister Act
318,Sister Act 2: Back in the Habit
356,The Hand that Rocks the Cradle
357,Alive
362,Agnes of God
364,Scent of a Woman
367,Wayne's World
410,Wayne's World 2
457,A League of Their Own
500,Patriot Games
527,The Bodyguard
541,Death Becomes Her
587,Far and Away
588,Howards End
592,Singles
593,Twin Peaks: Fire Walk with Me
597,White Men Can't Jump
736,Buffy the Vampire Slayer
741,Hard Boiled
778,Man Bites Dog
780,El Mariachi
838,Stop! Or My Mom Will Shoot
858,Forever Young
904,The Cutting Edge
908,Of Mice and Men
910,Bad Lieutenant
911,Scream 3
912,Single White Female
914,The Boondock Saints
915,Gun Shy
919,Beloved/Friend
922,Gendernauts: A Journey Through Shifting Identities
930,Knockout
955,The Baby
1032,The Brandon Teena Story
1035,Different for Girls
1042,Minnie and Moskowitz
1060,They Might Be Giants
1073,The Beach
1097,Snow Day
1148,The Tigger Movie
1197,Cotton Mary
1198,Not One Less
1203,Soft Toilet Seats
1207,Trois
1210,The Big Combo
1213,Conceiving Ada
1214,Eaten Alive
1240,Raining Stones
1265,"To Sir, with Love"
1270,With Byrd at the South Pole
1272,Boiler Room
1291,Hanging Up
1387,Pitch Black
1391,The Whole Nine Yards
1438,Beautiful People
1527,Black Tar Heroin: The Dark End of the Street
1569,Blue Collar
1580,Bluebeard
1644,The Circus
1704,City Lights
1721,The Flamingo Kid
1747,A Dog's Life
1907,The Kid
1912,The Man from Laramie
1917,The Wild McCullochs
1955,Class Reunion
1961,The Big Trees
1994,Happy Go Lovely
1997,Reindeer Games
2028,Wonder Boys
2087,Deterrence
2144,Judy Berlin
2145,Mifune
2160,The Waiting Game
2186,3 Strikes
2324,Chain of Fools
2329,Drowning Mona
2353,The Next Best Thing
2396,What Planet Are You From?
2542,Beyond the Mat
2571,Ghost Dog: The Way of the Samurai
2628,The Year My Voice Broke
2692,Splendor in the Grass
2716,My Tutor
2726,The Legend of Lobo
2762,The Killing of Sister George
2797,Key Largo
2804,Jail Bait
2881,It Happened Here
2915,I'll Never Forget What's'isname
2918,For All Mankind
2947,Cross of Iron
2959,Bride of the Monster
2997,Born Yesterday
3039,Birdy
3072,And God Created Woman
3101,Blood Feast
3114,"Charlie, the Lonesome Cougar"
3210,Color Me Blood Red
3252,Never Cry Wolf
3255,The Night Visitor
3418,The Perils of Pauline
3469,A Raisin in the Sun
3504,Two Thousand Maniacs!
3536,Brown's Requiem
3556,The Closer You Get
3755,Mission to Mars
3825,The Ninth Gate
3827,Condo Painting
3882,East/West
3897,Defending Your Life
3911,Breaking Away
3949,Hoosiers
3977,Bull Durham
3978,Dog Day Afternoon
4014,American Graffiti
4029,The Asphalt Jungle
4069,The Searchers
4103,The Devil's Brigade
4148,The Big Country
4306,Any Number Can Win
4308,Betrayed
4489,Bound for Glory
4546,The Bridge at Remagen
4639,Buck and the Preacher
4700,Daughters of the Dust
4718,Destination Moon
4808,The Fantastic Night
4865,Hangmen Also Die!
4886,The Ogre
4973,On the Beach
4995,Railroaded!
5015,Slaves to the Underground
5391,Song of Freedom
5620,Big Fella
5669,The Taking of Pelham One Two Three
5673,Volunteers
5881,JFK
5954,Who's Harry Crumb?
5989,Harry and the Hendersons
5992,Let's Get Harry
5995,Shanghai Surprise
6188,Who's That Girl
6331,She-Devil
6367,Date With an Angel
6377,Blind Date
6385,Nadine
6502,The Muppet Movie
6659,The Great Muppet Caper
6724,The Muppets Take Manhattan
6957,Sesame Street Presents Follow That Bird
6963,We're Back! A Dinosaur's Story
7013,Baby: Secret of the Lost Legend
7116,Turtle Diary
7147,Raise the Titanic
7156,Titanic
7162,A Night to Remember
7285,Captain Horatio Hornblower R.N.
7361,The Carriers Are Waiting
7387,Erin Brockovich
8128,Final Destination
8376,Soft Fruit
8528,Babymother
27790,The Bear
30749,Impact
30825,Love Is a Many-Splendored Thing
32587,Mirror
34048,The Crimson Pirate
34319,Thelma & Louise
39183,Something For Everyone
41569,...And Justice for All
48516,Animal House
57368,She's Gotta Have It
58559,School Daze
63082,Do the Right Thing
69849,Mo' Better Blues
72011,Jungle Fever
79132,Coogan's Bluff
80463,The Champ
80917,Creature Comforts
81562,Death Wish
312,Death Wish 2
1372,Death Wish 3
1373,Death Wish 4: The Crackdown
2153,Death Wish 5: The Face of Death
2420,Double Indemnity
3578,Dying Young
4993,Cool as Ice
5040,Teenage Mutant Ninja Turtles
5952,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
7153,Teenage Mutant Ninja Turtles III
26696,Red Dawn
54259,Band of the Hand
74458,Born American
74530,Bloodsport
87520,Eyes of Laura Mars
93766,Funny Bones
97304,The Good Earth
97938,"Good Morning, Vietnam"
99114,The Good Mother
102125,Grumpy Old Men
103688,Guess Who's Coming to Dinner
104841,Romeo Must Die
318,Here On Earth
122886,Whatever It Takes
122904,Buddy Boy
134130,The Color of Paradise
1,Waking the Dead
5,Blood and Sand
7,Gothic
14,Hillbillys in a Haunted House
36,Lord of the Flies
62,Modern Times
95,National Lampoon's Last Resort
260,Solar Crisis
608,That's Life!
628,Heart and Souls
648,Hud
653,The Hustler
708,Inherit the Wind
733,Dersu Uzala
736,Close Encounters of the Third Kind
780,The City of the Dead
784,Jonah Who Will Be 25 in the Year 2000
786,Retroactive
802,A Place in the Sun
805,Jacob's Ladder
1356,Empire Records
1,La Bamba
39,Ladyhawke
293,Lucas
296,High Fidelity
356,The Road to El Dorado
364,The Skulls
587,Autopsy
588,Devil Girl from Mars
594,El Dorado
595,The Hideous Sun Demon
902,Hook
1022,Horror Express
1097,My Chauffeur
1265,The Son of the Sheik
1544,Torso
1566,True Grit
1580,Roadside Prophets
1680,Madame Sousatzka
1721,Max Dugan Returns
1907,Midnight Express
1923,Misery
2018,Mr. Saturday Night
2078,Murphy's Romance
2081,My Life
2096,Solaris
2144,Network
2273,No Way Out
2294,North Dallas Forty
2355,The Odd Couple
2396,The Outlaw Josey Wales
2485,Black and White
2571,Frequency
2572,Ready to Rumble
2687,Return to Me
2706,Rules of Engagement
2908,Joe Gould's Secret
2959,Me Myself I
3000,"Bell, Book and Candle"
3034,The Bells
3114,The End of Violence
3578,Force 10 from Navarone
3751,How to Stuff a Wild Bikini
3785,Mystery Train
3793,Sacco & Vanzetti
3882,Taffin
3897,Arthur
3948,Bachelor Party
3996,Parenthood
4025,Predator
4246,The Prince of Tides
4366,The Postman Always Rings Twice
4447,Smoking / No Smoking
4700,All the Vermeers in New York
4886,An Actor's Revenge
4973,28 Days
4993,American Psycho
5218,Keeping the Faith
5299,Where the Money is
5618,East Is East
5620,The Filth and the Fury
5690,Passion of Mind
5952,Third World Cop
5971,Coming Apart
5995,Diner
6155,Shakes the Clown
6218,Cabaret
6377,What Ever Happened to Baby Jane?
6874,Prick Up Your Ears
7153,Auntie Mame
7293,Guys and Dolls
7380,The Hunger
7438,Marathon Man
7444,Caddyshack
7451,Gossip
8360,Love & Basketball
8533,U-571
8643,The Virgin Suicides
26662,Jennifer Eight
27731,The Law
31658,Limelight
31685,Empire of Passion
33669,Stacy's Knights
35836,Committed
40629,The Crow: Salvation
40815,The Flintstones in Viva Rock Vegas
41566,Where the Heart Is
44193,The Big Kahuna
45720,Bossa Nova
46578,Smiling Fish & Goat On Fire
47099,The Idiots
47122,The Last September
47382,Timecode
48394,Carnosaur
48780,Carnosaur 2
54001,Carnosaur 3: Primal Species
55247,Defying Gravity
56152,The Hidden
56367,Two Moon Junction
56949,Gladiator
58047,I Dreamed of Africa
58559,Up at the Villa
59315,Human Traffic
59369,"Jails, Hospitals & Hip-Hop"
60069,Black Tights
63082,Breathless
64034,The Great Locomotive Chase
64957,The Idolmaker
64969,Inferno
65261,The King of Marvin Gardens
66097,"The Nibelungs, Tale 1: Siegfried"
68135,The Lords of Flatbush
68954,Mr. Mom
69406,Time Masters
69844,Battlefield Earth
71264,Center Stage
72641,Held Up
72737,Screwed
72998,Whipped
74946,Hamlet
76093,Anchors Aweigh
78499,Blue Hawaii
79091,The Castaway Cowboy
79132,G.I. Blues
80549,The Gay Deceivers
81834,Gypsy
81845,King Creole
81847,On the Town
87232,One Little Indian
88125,Pee-wee's Big Adventure
88744,Regret to Inform
89745,Roustabout
91500,Saludos Amigos
91529,The Slipper and the Rose
91658,Things Change
95167,Honeymoon in Vegas
95441,Dinosaur
96588,Loser
96610,Road Trip
96821,Small Time Crooks
99007,The Hollywood Knights
99114,The Myth Of Fingerprints
102125,Possession
105037,The Twelve Chairs
106487,Mission: Impossible II
106489,Shanghai Noon
106696,Better Living Through Circuitry
106920,8 ½ Women
108932,Carnival of Souls
110102,Flying Tigers
111362,The Gold Rush
111759,Lisa and the Devil
112138,It's in the Water
112623,Monsieur Verdoux
112852,On Her Majesty's Secret Service
115617,Seven Days in May
115664,The Spy Who Loved Me
116797,Those Who Love Me Can Take the Train
117176,Vagabond
117529,Moonraker
119145,The Man with the Golden Gun
122892,A King in New York
134853,A Woman of Paris
5504,In Old California
5995,The Fighting Seabees
6863,Dark Command
7143,Cléo from 5 to 7
7445,Big Momma's House
7934,Running Free
34072,The Abominable Snowman
45499,American Gigolo
1,Anguish
2,The Blood Spattered Bride
10,City of the Living Dead
34,The Endless Summer
39,The Guns of Navarone
44,La Grande Bouffe
48,Lured
60,Pandora and the Flying Dutchman
104,Quatermass and the Pit
135,Quatermass II
150,Puppet Master
153,Puppet Master II
158,Puppet Master III Toulon's Revenge
216,Puppet Master 4
231,Puppet Master 5: The Final Chapter
260,Curse of the Puppet Master
262,Retro Puppet Master
277,Rent-a-Cop
282,Romeo and Juliet
317,Stay Tuned
333,The Story of G.I. Joe
344,Blazing Saddles
355,Benji
356,Benji the Hunted
362,For the Love of Benji
364,White Christmas
367,Eraserhead
435,Baraka
441,The Man with the Golden Arm
455,The Decline of Western Civilization
480,The Decline of Western Civilization Part II: The Metal Years
500,For a Few Dollars More
520,Magnum Force
524,Blood Simple
539,The Fabulous Baker Boys
551,Prizzi's Honor
585,Flatliners
586,Gandahar
588,Porky's
592,Porky's II: The Next Day
593,Porky's 3: Revenge
595,Private School
596,Class of Nuke 'Em High
648,The Toxic Avenger
661,The Toxic Avenger Part II
673,The Toxic Avenger Part III: The Last Temptation of Toxie
724,Night of the Creeps
736,Predator 2
780,The Running Man
783,Starman
784,The Brother from Another Planet
788,Alien Nation
801,Mad Max
902,Mad Max 2: The Road Warrior
919,Mad Max Beyond Thunderdome
1020,Bird on a Wire
1022,Angel Heart
1029,Nine 1/2 Weeks
1032,Firestarter
1035,Sleepwalkers
1059,Action Jackson
1073,Sarafina!
1088,Soapdish
1097,The Long Walk Home
1101,Clara's Heart
1196,Burglar
1206,Fatal Beauty
1210,Gone in Sixty Seconds
1231,American Pimp
1246,Love's Labour's Lost
1258,Sunshine
1278,Trixie
1282,American Virgin
1293,Hamlet
1347,Coming Home
1367,American Pop
1377,Assault on Precinct 13
1380,Near Dark
1381,One False Move
1391,Shaft
1405,The Conversation
1485,Cutter's Way
1513,The Fury
1517,The Paper Chase
1562,Prince of the City
1569,Serpico
1580,Ace in the Hole
1644,Lonely Are the Brave
1682,The Sugarland Express
1717,Trouble in Paradise
1721,Big Trouble in Little China
1777,Badlands
1911,Battleship Potemkin
1918,Boys and Girls
1947,Shaft
1968,Titan A.E.
1997,Butterfly
2005,Jesus' Son
2014,The Match
2054,Time Regained
2078,Boricua's Bond
2081,Chicken Run
2085,"Me, Myself & Irene"
2114,The Patriot
2124,The Adventures of Rocky & Bullwinkle
2125,The Perfect Storm
2144,The Golden Bowl
2145,Asylum
2167,Communion
2174,Fun & Fancy Free
2248,The Kentucky Fried Movie
2273,Bound by Honor
2291,Daughter of Dr. Jekyll
2296,F/X
2355,F/X2
2396,The Hot Spot
2420,Missing in Action
2428,Missing in Action 2: The Beginning
2470,Braddock: Missing in Action III
2485,Thunderbolt and Lightfoot
2501,Dreamscape
2502,The Golden Voyage of Sinbad
2541,Hatchet for the Honeymoon
2572,House Party
2581,House Party 2
2622,Make Mine Music
2633,Melody Time
2657,Nekromantik
2671,On Our Merry Way
2683,Project Moon Base
2694,Rocketship X-M
2701,Shaft in Africa
2706,Shaft's Big Score!
2716,Croupier
2798,The Kid
2804,Scary Movie
2860,But I'm a Cheerleader
2918,Shower
2959,Blow-Up
3082,The Pawnbroker
3175,Groove
3210,Footloose
3253,Duel in the Sun
3270,X-Men
